Queue Number,Name,Commercial Name,State,County,Status,Transmission Owner,MFO,MW Energy,MW Capacity,MW In Service,Capacity or Energy,Project Type,Fuel,Project (AC/DC),Rights (MW),Initial Study,Feasibility Study,Feasibility Study Status,System Impact Study,System Impact Study Status,Facilities Study,Facilities Study Status,Interim Interconnection Service Agreement,Interim/Interconnection Service Agreement Status,Wholesale Market Participation Agreement,Construction Service Agreement,Construction Service Agreement Status,Upgrade Construction Service Agreement,Upgrade Construction Service Agreement Status,Backfeed Date,Queue Date,Long-Term Firm Service Start Date,Long-Term Firm Service End Date,Test Energy Date,Withdrawal Date,Withdrawn Remarks,Projected In Service Date,Revised In Service Date,Actual In Service Date,Attachment Type,Alternate Queue,Sliding Queue
L08,Holtwood 69kV,Holtwood,PA,Lancaster,In Service,PPL,109,2,2,2,Capacity,Generation Interconnection,Hydro,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l08_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/l08_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/l08_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,11/7/2003,N/A,N/A,,,,10/1/2003,,8/16/2004,N,No,
L09,Montour #1 230kV,Montour #1,PA,Montour,In Service,PPL,761,2,2,2,Capacity,Generation Interconnection,Coal,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l09_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/l09_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/l09_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,11/7/2003,N/A,N/A,,,,10/1/2003,,8/16/2004,N,No,
L10,Hatfield 500 kV,,PA,Greene,Withdrawn,APS,520,520,520,,Capacity,Generation Interconnection,Coal,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l10_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,11/12/2003,N/A,N/A,,7/12/2004,,12/1/2006,,,N,No,
L11,Rockwood 25 kV,,PA,Somerset,Withdrawn,APS,9.9,9.9,2,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l11_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/l11_imp.pdf,Document Posted,,Withdrawn,N/A,,N/A,,,N/A,N/A,,12/2/2003,N/A,N/A,,4/15/2005,Customer Initiated Withdrawal,12/1/2005,,,N,No,
L12,Essex,,NJ,Essex,Withdrawn,PSEG,6,6.2,6.2,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l12_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/l12_imp.pdf,Document Posted,,Not Required,,Withdrawn,N/A,,,N/A,N/A,,12/4/2003,N/A,N/A,,8/31/2004,,9/30/2004,,,N,No,
L12_CE23,West Brooklyn II,West Brooklyn WF,IL,Lee,Withdrawn,ComEd,20,20,4,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l12_ce23_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/l12_ce23_imp.pdf,Document Posted,,Not Required,,Withdrawn,N/A,,,N/A,N/A,,12/8/2003,N/A,N/A,,8/16/2012,Customer Initiated Withdrawal,4/15/2007,4/15/2007,,N,No,
L12_CE24,Willow Creek Wind Farm,,IL,Lee,Withdrawn,ComEd,79,79,15.8,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l12_ce24_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,12/10/2003,N/A,N/A,,2/11/2005,Customer Initiated Withdrawal,12/1/2005,,,N,No,
L13,Rockwood,Casselman WF1,PA,Somerset,In Service,PENELEC,40,40,8,40,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l13_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/l13_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/l13_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/l13_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/l13_csa.pdf,Document Posted,N/A,N/A,,12/19/2003,N/A,N/A,,,,1/11/2008,1/11/2008,12/31/2007,N,No,
L13_CE25,Geneva,City of Geneva Units 1-5,IL,Kane,In Service,ComEd,29,29,29,29,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l13_ce25_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/l13_ce25_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/l13_ce25_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,12/26/2003,N/A,N/A,,,,6/1/2005,,6/1/2005,N,No,
L13_CE26,Heartland Grand Ridge,,IL,Lasalle,Withdrawn,ComEd,175,175,35,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l13_ce26_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/l13_ce26_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/l13_ce26_fac.pdf,Document Posted,,Withdrawn,N/A,,,N/A,N/A,,1/18/2004,N/A,N/A,,8/9/2006,Customer Initiated Withdrawal,10/30/2006,,,N,No,
L13_CE27,Heartland Wind Livingston,,IL,Livingston,Withdrawn,ComEd,225,225,45,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l13_ce27_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/l13_ce27_imp.pdf,Document Posted,,Not Required,,Withdrawn,N/A,,,N/A,N/A,,1/18/2004,N/A,N/A,,10/3/2005,Customer Initiated Withdrawal,10/30/2006,,,N,No,
L14,Berlin 69kV Tap 5 MW,,MD,Worcester,Withdrawn,AEC,5,5,5,,Capacity,Generation Interconnection,Diesel,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l14_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,1/20/2004,N/A,N/A,,8/19/2004,Customer Milestone Not Met,7/1/2005,,,N,No,
L15,Buffalo Road-Carry East to NY,,NY,Chautauqua,Withdrawn,PENELEC,34,34,34,,Capacity,Merchant Transmission,,AC,,N/A,https://www.pjm.com/pub/planning/project-queues/merch-feas_docs/l15_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,1/20/2004,N/A,N/A,,10/18/2004,Customer Milestone Not Met,11/1/2005,,,S,No,
L16,Monterey 69KV,,VA,Highland,Withdrawn,APS,35,35,35,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l16_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,1/22/2004,N/A,N/A,,9/20/2004,,12/1/2005,,,N,No,
L17,Rolling Hills,Rolling Hills,PA,Berks,Deactivated,ME,6,6,,6,Energy,Generation Interconnection,Methane,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l17_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/l17_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/l17_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/l17_csa.pdf,Document Posted,N/A,N/A,2/7/2005,1/22/2004,N/A,N/A,3/20/2005,,,4/1/2005,,4/1/2005,N,No,
L18,Bear Creek,Bear Creek WF,PA,Luzerne,In Service,PPL,26,26,5.2,24,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l18_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/l18_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/l18_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/l18_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/l18_csa.pdf,Document Posted,N/A,N/A,11/15/2005,1/28/2004,N/A,N/A,12/31/2005,,,2/26/2006,,2/26/2006,N,No,
L19,Karthaus 230kV,Karthaus,PA,Clearfield,Withdrawn,APS,290,290,290,,Capacity,Generation Interconnection,Coal,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l19_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/l19_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/l19_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/l19_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/l19_csa.pdf,Document Posted,N/A,N/A,,1/28/2004,N/A,N/A,,3/24/2010,Customer Initiated Withdrawal,12/31/2012,12/31/2012,,N,No,
L20,Birdsboro 13.2kV,,PA,Berks,Withdrawn,ME,10,9.9,9.9,,Capacity,Generation Interconnection,Methane,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l20_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,1/30/2004,N/A,N/A,,8/4/2004,,3/31/2005,,,N,No,
L21,Hudson #2,,NJ,Hudson,Withdrawn,PSEG,0,,0,,Energy,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l21_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,1/30/2004,N/A,N/A,,9/2/2004,,1/1/2006,,,N,No,
M01,Morgantown-Oak Grove,,MD,Charles,Withdrawn,PEPCO,1800,1800,1800,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m01_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,2/1/2004,N/A,N/A,,3/18/2005,Customer Milestone Not Met,1/1/2008,,,N,No,
M02,Jenkins-Harwood #2,Mountain Top,PA,Luzerne,Withdrawn,PPL,51,8.1,8.1,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m02_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/m02_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/m02_fac.pdf,Document Posted,,Withdrawn,N/A,,Withdrawn,N/A,N/A,,2/23/2004,N/A,N/A,,5/18/2005,,12/31/2005,,,N,No,
M03,Cardiff,,NJ,Atlantic,Withdrawn,AEC,450,150,300,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m03_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,2/23/2004,N/A,N/A,,4/5/2005,Customer Milestone Not Met,6/1/2005,,,N,No,
M04,Calvert Cliffs,Clavert Cliffs 1 and 2,MD,Calvert,In Service,BGE,1740,63,,63,Energy,Generation Interconnection,Nuclear,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m04_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/m04_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/m04_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,2/25/2004,N/A,N/A,,,,6/30/2005,,6/30/2005,N,No,
M05,Black Oak - Bedington,Black Oak - Bedington Wave Traps 500kV,WV,Berkeley,In Service,APS,0,,,,Energy,Merchant Transmission,,AC,,N/A,https://www.pjm.com/pub/planning/project-queues/merch-feas_docs/m05_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/merch-impact-studies/m05_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/merch-isa/m05_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,3/5/2004,N/A,N/A,,,,12/31/2005,,12/31/2005,S,No,
M06,Grand Point,,PA,Franklin,Withdrawn,APS,30.5,30.5,30.5,,Capacity,Generation Interconnection,Diesel,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m06_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/m06_imp.pdf,Document Posted,,Withdrawn,N/A,,N/A,,,N/A,N/A,,3/11/2004,N/A,N/A,,10/20/2005,,6/1/2006,,,N,No,
M07,Peckville (Archbald),Archbald,PA,Lackawanna,In Service,PPL,50,6.3,6.3,6.3,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m07_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/m07_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/m07_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,3/12/2004,N/A,N/A,,,,3/15/2004,,3/15/2004,N,No,
M08,Somerset-Allegheny,Stonycreek,PA,Somerset,Withdrawn,PENELEC,65,65,20,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m08_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/m08_imp.pdf,Document Posted,,Not Required,,Withdrawn,N/A,,Withdrawn,N/A,N/A,,3/29/2004,N/A,N/A,,4/14/2005,Customer Milestone Not Met,12/31/2005,,,N,No,
M09,Island Road,,PA,Philadelphia,Withdrawn,PECO,50,50,,,Energy,Merchant Transmission,,AC,,N/A,https://www.pjm.com/pub/planning/project-queues/merch-feas_docs/m09_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/merch-impact-studies/m09_imp.pdf,Document Posted,,,N/A,,N/A,,,N/A,N/A,,3/30/2004,N/A,N/A,,,Customer Initiated Withdrawal,8/31/2007,,,S,No,
M09_CE28,Wempletown 345kV,,IL,Winnebago,Withdrawn,ComEd,200,200,40,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m09_ce28_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,4/14/2004,N/A,N/A,,2/11/2005,Customer Initiated Withdrawal,11/30/2006,,,N,No,
M10,Vienna/Chalk Point,,MD,Prince George's,Withdrawn,PEPCO,400,400,400,,Capacity,Merchant Transmission,,AC,,N/A,,Withdrawn,,,,,N/A,,N/A,,,N/A,N/A,,5/6/2004,N/A,N/A,,10/28/2004,Customer Initiated Withdrawal,1/1/2008,,,S,No,
M11,Susquehanna #1,Susquehanna #1,PA,Luzerne,In Service,PPL,2520,111,111,111,Capacity,Generation Interconnection,Nuclear,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m11_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/m11_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/m11_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/m11_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/m11_csa.pdf,Document Posted,N/A,N/A,,5/19/2004,N/A,N/A,,,,7/24/2010,7/24/2010,7/24/2010,N,No,
M12,Susquehanna #2,Susquehanna #2,PA,Luzerne,In Service,PPL,2520,107,107,107,Capacity,Generation Interconnection,Nuclear,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m12_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/m12_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/m12_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/m12_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/m12_csa.pdf,Document Posted,N/A,N/A,,5/19/2004,N/A,N/A,,,,8/18/2011,8/18/2011,8/18/2011,N,No,
M13,Amboy,,IL,Lee,Withdrawn,ComEd,3.3,3.3,3.3,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m13_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/m13_imp.pdf,Document Posted,,Not Required,,Withdrawn,N/A,,,N/A,N/A,,5/27/2004,N/A,N/A,,1/4/2005,Customer Initiated Withdrawal,6/1/2005,,,N,No,
M14,Churchtown-Cumberland 230kV,,NJ,Atlantic,Withdrawn,AEC,100,100,100,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m14_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,6/9/2004,N/A,N/A,,12/13/2004,Customer Initiated Withdrawal,6/15/2006,,,N,No,
M15,Union City 230kV,,PA,Erie,Withdrawn,PENELEC,302,302,301.5,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m15_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/m15_imp.pdf,Document Posted,,Withdrawn,N/A,,N/A,,,N/A,N/A,,6/9/2004,N/A,N/A,,10/17/2005,Customer Initiated Withdrawal,6/1/2007,,,N,No,
M16,Peach Bottom T1,,PA,York,Withdrawn,PECO,0,,,,Energy,Merchant Transmission,Nuclear,AC,,N/A,,Withdrawn,,,,,N/A,,N/A,,,N/A,N/A,,6/10/2004,N/A,N/A,,12/7/2004,Customer Initiated Withdrawal,11/1/2005,,,S,No,
M17,Mount Zion 13.8 kV,,MD,Montgomery,Withdrawn,PEPCO,4,4,4,,Capacity,Generation Interconnection,Methane,,,N/A,,Withdrawn,,,,,N/A,,N/A,,,N/A,N/A,,6/15/2004,N/A,N/A,,9/30/2004,,5/1/2005,,,N,No,
M18,Dixon-Mendota 34kV,,IL,Lee,Withdrawn,ComEd,1.7,1.65,,,Energy,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m18_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/m18_imp.pdf,Document Posted,,Not Required,,Withdrawn,N/A,,,N/A,N/A,,6/17/2004,N/A,N/A,,1/3/2006,,12/31/2005,,,N,No,
M19,Otter Point,Otter Point LF-1,MD,Baltimore County,In Service,BGE,4.5,4.5,,4.5,Energy,Generation Interconnection,Methane,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m19_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/m19_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/m19_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/m19_csa.pdf,Document Posted,N/A,N/A,,6/25/2004,N/A,N/A,,,,9/1/2006,,9/1/2006,N,No,
M20,Chestnut Valley 25kV,,PA,Fayette,Withdrawn,APS,5,5,5,,Capacity,Generation Interconnection,Methane,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m20_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/m20_imp.pdf,Document Posted,,Withdrawn,N/A,,N/A,,,N/A,N/A,,7/13/2004,N/A,N/A,,7/7/2006,Customer Initiated Withdrawal,5/30/2006,,,N,No,
M21,Rochelle,"City of Rochelle, IL",IL,Ogle,In Service,ComEd,20,20,20,20,Capacity,Generation Interconnection,Diesel,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m21_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/m21_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/m21_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,7/23/2004,N/A,N/A,,,,12/31/2006,12/31/2006,11/11/2005,N,No,
M22,Cambria Slope 115kV,,PA,Cambria,Withdrawn,PENELEC,125,125,125,,Capacity,Generation Interconnection,Coal,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m22_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/m22_imp.pdf,Document Posted,,Withdrawn,N/A,,N/A,,,N/A,N/A,,7/23/2004,N/A,N/A,,10/23/2006,Customer Milestone Not Met,2/1/2008,,,N,No,
M23,Henry 138kV,Mt Storm WF,WV,Grant,Withdrawn,APS,150,150,30,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m23_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/m23_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/m23_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/m23_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/m23_csa.pdf,Document Posted,N/A,N/A,,7/26/2004,N/A,N/A,,2/4/2016,Customer Milestone Not Met,12/31/2015,12/31/2015,,N,No,
M24,Grassy Falls,Beech Ridge / Field Mtn WF,WV,Greenbrier,In Service,APS,186,186,37.2,132.5,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m24_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/m24_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/m24_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/m24_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/m24_csa.pdf,Document Posted,N/A,N/A,12/17/2009,7/27/2004,N/A,N/A,1/15/2010,,,12/1/2014,12/1/2014,11/1/2007,N,No,
M25,South Reading (United Corrstack) 69kV,United Corrstack,PA,Berks,Withdrawn,ME,12,11,2,,Capacity,Generation Interconnection,Other,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m25_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/m25_imp.pdf,Document Posted,,Not Required,,Withdrawn,N/A,,Withdrawn,N/A,N/A,,7/29/2004,N/A,N/A,,11/18/2005,Customer Milestone Not Met,12/1/2006,,,N,No,
M26,Champion,Beech Hollow,PA,Washington,Withdrawn,APS,150,150,150,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m26_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/m26_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/m26_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/m26_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/m26_csa.pdf,Document Posted,N/A,N/A,,7/29/2004,N/A,N/A,,7/8/2013,Customer Initiated Withdrawal,6/1/2015,6/1/2015,,N,No,
M27,Eddystone 138kV,Eddystone,PA,Delaware,In Service,PECO,1408,7,7,7,Capacity,Generation Interconnection,Coal,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m27_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/m27_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/m27_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,7/30/2004,N/A,N/A,,,,6/17/2004,,12/1/2006,N,No,
M28,Elwood-Dresden 345kV,Indeck-Elwood Energy Center,IL,Will,Withdrawn,ComEd,700,600,600,,Capacity,Generation Interconnection,Coal,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/m28_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/m28_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/m28_isa.pdf,Document Posted,N/A,,,N/A,N/A,,7/30/2004,N/A,N/A,,11/30/2006,Customer Milestone Not Met,12/31/2011,12/31/2011,,N,No,
1267313,PJM-FE,,N/A,N/A,Withdrawn,"American Municipal Power, Inc.",50,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,,6/1/2010,6/1/2011,,,,,,,FF,No,
1302456,PJM-TVA,,N/A,N/A,Confirmed,TVAM,300,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,,5/1/2010,1/1/2015,,,,,,,FF,No,
1363850,CIN-PJM,,N/A,N/A,Confirmed,Wabash Valley Power Association,82,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,,1/1/2014,1/1/2019,,,,,,,FF,No,
1363870,CIN-PJM,,N/A,N/A,Confirmed,Wabash Valley Power Association,87,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,,1/1/2014,1/1/2014,,,,,,,FF,No,
845542,PJM-TVA,,N/A,N/A,Confirmed,Constellation Energy Commodities Group,90,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,12/20/2007,2/1/2008,2/1/2009,,,,,,,FF,No,
845546,PJM-TVA,,N/A,N/A,Confirmed,Constellation Energy Commodities Group,90,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,12/20/2007,2/1/2008,2/1/2009,,,,,,,FF,No,
852544,PJM-WEC,,N/A,N/A,Confirmed,Wisconsin Public Power,10,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,1/8/2008,6/1/2008,6/1/2009,,,,,,,FF,No,
930679,AMIL-PJM,,N/A,N/A,Confirmed,Illinois Municipal Electric Company,43,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,6/19/2008,1/1/2009,9/30/2035,,,,,,,FF,No,
