Queue Number,Name,Commercial Name,State,County,Status,Transmission Owner,MFO,MW Energy,MW Capacity,MW In Service,Capacity or Energy,Project Type,Fuel,Project (AC/DC),Rights (MW),Initial Study,Feasibility Study,Feasibility Study Status,System Impact Study,System Impact Study Status,Facilities Study,Facilities Study Status,Interim Interconnection Service Agreement,Interim/Interconnection Service Agreement Status,Wholesale Market Participation Agreement,Construction Service Agreement,Construction Service Agreement Status,Upgrade Construction Service Agreement,Upgrade Construction Service Agreement Status,Backfeed Date,Queue Date,Long-Term Firm Service Start Date,Long-Term Firm Service End Date,Test Energy Date,Withdrawal Date,Withdrawn Remarks,Projected In Service Date,Revised In Service Date,Actual In Service Date,Attachment Type,Alternate Queue,Sliding Queue
J04,Bustleton 138kV,,NJ,Burlington,Withdrawn,PSEG,7,7,7,,Capacity,Generation Interconnection,Methane,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/j04_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/j04_imp.pdf,Document Posted,,Not Required,,Withdrawn,N/A,,Withdrawn,N/A,N/A,,10/18/2002,N/A,N/A,,8/4/2004,,11/1/2004,,,N,No,
J04_CE15,West Brooklyn Wind Farm,,IL,Lasalle,Withdrawn,ComEd,25,25,5,,Capacity,Generation Interconnection,Wind,,,N/A,,Not Required,https://www.pjm.com/pub/planning/project-queues/impact_studies/j04_ce15_imp.pdf,Document Posted,,Not Required,,Withdrawn,N/A,,,N/A,N/A,,10/20/2002,N/A,N/A,,2/11/2005,Customer Initiated Withdrawal,6/1/2006,,,N,No,
J05,Huron 69kV,Borgata D1 / D2,NJ,Atlantic,In Service,AEC,8,8,8,4,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/j05_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/j05_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/j05_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,10/25/2002,N/A,N/A,,,,7/30/2003,,7/30/2003,N,No,
J06,Bear Creek 69kV,,PA,Luzerne,Withdrawn,PPL,34,34,,,Energy,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/j06_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/j06_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/j06_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/j06_isa.pdf,Document Posted,N/A,,Withdrawn,N/A,N/A,,10/25/2002,N/A,N/A,,5/14/2003,,12/1/2003,,,N,No,
J06_CE16,,,N/A,N/A,Withdrawn,ComEd,100,,,,Energy,Generation Interconnection,Hydro,,,N/A,,,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,10/31/2002,N/A,N/A,,,,8/1/2005,,,N,No,
J07,North Franklin 138kV,Liberty Gap WF,WV,Pendleton,Withdrawn,APS,155,155,0,,Energy,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/j07_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/j07_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/j07_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/j07_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/j07_csa.pdf,Document Posted,N/A,N/A,,11/1/2002,N/A,N/A,,6/28/2010,Customer Initiated Withdrawal,11/30/2011,11/30/2011,,N,No,
J07_MTX12,Cheswold XFMR 138/69kV,,DE,Kent,In Service,DPL,0,,,,Energy,Merchant Transmission,,AC,,N/A,https://www.pjm.com/pub/planning/project-queues/merch-feas_docs/j07_mtx12_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/merch-impact-studies/j07_mtx12_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/merch-isa/j07_mtx12_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,11/1/2002,N/A,N/A,,,,12/31/2003,,12/31/2003,S,No,
J08,Whiteoak,GSA Federal Research Center (FDA),MD,Montgomery,In Service,PEPCO,6,8,8,8,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/j08_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/j08_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/j08_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/j08_csa.pdf,Document Posted,N/A,N/A,4/1/2004,12/12/2002,N/A,N/A,4/30/2004,,,8/15/2004,,8/15/2004,N,No,
J08_MTX14,Sayreville 230kV,,NJ,Middlesex,Withdrawn,Unknown,80,80,80,,Capacity,Merchant Transmission,,AC,,N/A,,Withdrawn,,,,,N/A,,N/A,,,N/A,N/A,,1/3/2003,N/A,N/A,,4/22/2003,,6/30/2005,,,S,No,
J08_MTX15,Sewaren 230kV,,NJ,Middlesex,Withdrawn,Unknown,790,,,,Energy,Merchant Transmission,,DC,,N/A,,Withdrawn,,,,,N/A,,N/A,,,N/A,N/A,,1/3/2003,N/A,N/A,,9/26/2003,,6/30/2006,,,S,No,
J09,Harrisburg Authority,Harrisburg Municipal Solid Waste Authority,PA,Dauphin,In Service,PPL,26,26,26,11,Capacity,Generation Interconnection,Methane,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/j09_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/j09_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/j09_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/j09_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/j09_csa.pdf,Document Posted,N/A,N/A,6/30/2005,1/31/2003,N/A,N/A,2/1/2006,,,4/24/2006,,4/24/2006,N,No,
K01,Salem 69kV,"Mannington Mills Units 1,2,3",NJ,Salem,Deactivated,AEC,8,8,8,8,Capacity,Generation Interconnection,Diesel,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k01_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/k01_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/k01_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,2/10/2003,N/A,N/A,,,,7/1/2004,,7/1/2004,N,No,
K02,East Towanda-Moshannon 230kV,Laurel Hill,PA,Lycoming,In Service,PENELEC,70,70,0,70,Energy,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k02_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/k02_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/k02_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/k02_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/k02_csa.pdf,Document Posted,N/A,N/A,9/17/2012,2/25/2003,N/A,N/A,9/19/2012,,,10/29/2012,10/29/2012,9/25/2012,N,No,
K02_CE18,Baileyville Wind Farm,Baileyville Wind Farm,IL,Stephenson,Withdrawn,ComEd,80,80,16,,Capacity,Generation Interconnection,Wind,,,N/A,,Not Required,https://www.pjm.com/pub/planning/project-queues/impact_studies/k02_ce18_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/k02_ce18_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/k02_ce18_csa.pdf,Document Posted,N/A,N/A,,2/26/2003,N/A,N/A,,8/26/2013,Customer Milestone Not Met,12/31/2011,12/31/2011,,N,No,
K03,Wright 69kV,,PA,Luzerne,Withdrawn,PPL,39.6,39.6,,,Energy,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k03_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/k03_imp.pdf,Document Posted,,Withdrawn,N/A,,N/A,,,N/A,N/A,,3/3/2003,N/A,N/A,,6/5/2003,,,,,N,No,
K04,Camden 26kV,Pennsauken Sanitary Landfill / Aluminum Shapes,NJ,Camden,In Service,PSEG,5.1,5.1,0,5.1,Energy,Generation Interconnection,Methane,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k04_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/k04_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/k04_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/k04_csa.pdf,Document Posted,N/A,N/A,9/15/2004,4/15/2003,N/A,N/A,10/15/2004,,,6/30/2005,,6/30/2005,N,No,
K04_CE17,Lena Wind Farm,,IL,Stephenson,Withdrawn,ComEd,80,80,16,,Capacity,Generation Interconnection,Wind,,,N/A,,Not Required,https://www.pjm.com/pub/planning/project-queues/impact_studies/k04_ce17_imp.pdf,Document Posted,,Not Required,,Withdrawn,N/A,,,N/A,N/A,,4/15/2003,N/A,N/A,,2/11/2005,Customer Initiated Withdrawal,6/1/2006,,,N,No,
K04_CE19,Freeport Wind Farm,Freeport Wind Farm,IL,Stephenson,Withdrawn,ComEd,80,80,16,,Capacity,Generation Interconnection,Wind,,,N/A,,Not Required,https://www.pjm.com/pub/planning/project-queues/impact_studies/k04_ce19_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/k04_ce19_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/k04_ce19_csa.pdf,Document Posted,N/A,N/A,,4/15/2003,N/A,N/A,,9/26/2011,Customer Milestone Not Met,10/15/2011,10/15/2011,,N,No,
K05,Cedar 69kV,,NJ,Ocean,Withdrawn,AEC,0.1,0.12,,,Energy,Generation Interconnection,Natural Gas,,,N/A,,Withdrawn,,,,,N/A,,N/A,,,N/A,N/A,,4/23/2003,N/A,N/A,,,,6/1/2003,,,N,No,
K06,Easton 69kV,Easton Utilities Substation 2,MD,Talbot,In Service,DPL,10,5,5,4.2,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k06_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/k06_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/k06_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,5/6/2003,N/A,N/A,11/1/2004,,,11/1/2004,,11/1/2004,N,No,
K07,Easton 69kV,Easton Utilities Substation 2,MD,Talbot,In Service,DPL,10,5,5,4.2,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k07_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/k07_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/k07_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,5/7/2003,N/A,N/A,11/1/2004,,,11/1/2004,,11/1/2004,N,No,
K07_CE20,Benson Wind Farm,Benson Wind Farm,IL,Woodford,Withdrawn,ComEd,158,158,31.6,,Capacity,Generation Interconnection,Wind,,,N/A,,Not Required,https://www.pjm.com/pub/planning/project-queues/impact_studies/k07_ce20_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/k07_ce20_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/k07_ce20_csa.pdf,Document Posted,N/A,N/A,,5/16/2003,N/A,N/A,,9/18/2009,Customer Initiated Withdrawal,12/31/2010,12/31/2010,,N,No,
K08,Morgantown / Oak Grove,,MD,Charles,Withdrawn,PEPCO,1800,,1800,,Capacity,Generation Interconnection,Natural Gas,,,N/A,,Withdrawn,,,,,N/A,,N/A,,,N/A,N/A,,5/21/2003,N/A,N/A,,8/13/2003,,,,,N,No,
K09,Bear Creek,,PA,Luzerne,Withdrawn,PPL,34,34,6.8,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k09_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,6/5/2003,N/A,N/A,,1/9/2004,,6/1/2004,,,N,No,
K10,Somerset 115kV,,PA,Somerset,Withdrawn,PENELEC,6,,6,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k10_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/k10_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/k10_fac.pdf,Document Posted,,Withdrawn,N/A,,Withdrawn,N/A,N/A,,7/16/2003,N/A,N/A,,4/14/2005,Customer Milestone Not Met,12/31/2005,,,N,No,
K11,Greenland Gap 500kV,Greenland Gap WF,WV,Grant,In Service,APS,300,,60,0,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k11_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/k11_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/k11_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/k11_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/k11_csa.pdf,Document Posted,N/A,N/A,,7/25/2003,N/A,N/A,,,,10/1/2007,10/1/2007,9/30/2007,N,No,
K12,Somerset-Allegheny 115kV,,PA,Somerset,Withdrawn,PENELEC,13,13.6,2.72,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k12_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/k12_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/k12_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/k12_isa.pdf,Document Posted,N/A,,Withdrawn,N/A,N/A,11/1/2005,7/28/2003,N/A,N/A,12/1/2005,4/14/2005,Customer Milestone Not Met,12/31/2005,,,N,No,
K13,Hooversville 115kV,Forward WF,PA,Somerset,In Service,PENELEC,29.4,0,5.88,0,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k13_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/k13_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/k13_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/k13_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/k13_csa.pdf,Document Posted,N/A,N/A,,7/28/2003,N/A,N/A,,,,3/6/2008,3/6/2008,9/1/2007,N,No,
K14,Monterey 69kV,,VA,Highland,Withdrawn,APS,7,,7,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k14_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,7/28/2003,N/A,N/A,,1/20/2004,,,,,N,No,
K15,Bear Creek 69kV,,PA,Luzerne,Withdrawn,PPL,6.8,,6.8,,Capacity,Generation Interconnection,Wind,,,N/A,,Withdrawn,,,,,N/A,,N/A,,,N/A,N/A,,7/28/2003,N/A,N/A,,1/9/2004,,,,,N,No,
K16,Birdsboro 69kV,,PA,Berks,Withdrawn,ME,9.9,,9.9,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k16_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,7/28/2003,N/A,N/A,,2/19/2004,,8/1/2004,,,N,No,
K17,Emerald 6 25kV,,PA,Greene,Withdrawn,APS,5,,5,,Capacity,Generation Interconnection,Methane,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k17_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,7/28/2003,N/A,N/A,,2/12/2004,,6/1/2004,,,N,No,
K18,Arnold (Green Mountain) 115kV,Green Mountain,PA,Somerset,In Service,PENELEC,10.4,,2.08,0,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k18_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/k18_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/k18_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,7/30/2003,N/A,N/A,,,,8/13/2004,,8/13/2004,N,No,
K19,Backbone Mountain 138kV,Backbone WF,WV,Tucker,In Service,APS,90,0,18,0,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k19_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/k19_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/k19_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,7/30/2003,N/A,N/A,,,,6/1/2001,,11/12/2006,N,No,
K20,Mill Run 25 kV,Mill Run WF,PA,Fayette,In Service,APS,15,,3,0,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k20_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/k20_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/k20_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,7/30/2003,N/A,N/A,,,,4/1/2002,,7/28/2005,N,No,
K21,East Carbondale 69kV,Waymart,PA,Wayne,In Service,PPL,69,,13,64.5,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k21_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/k21_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/k21_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,7/30/2003,N/A,N/A,,,,7/1/2004,,7/1/2004,N,No,
K22,Somerset 22.86kV,Somerset WF,PA,Somerset,In Service,PENELEC,9,,1.8,0,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k22_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/k22_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/k22_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,7/30/2003,N/A,N/A,,,,1/1/1999,,8/13/2004,N,No,
K23,Meyersdale North,Meyersdale WF,PA,Somerset,In Service,PENELEC,30,0,5.1,0,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k23_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/k23_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/k23_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,7/30/2003,N/A,N/A,,,,7/1/2004,,7/1/2004,N,No,
K24,Henry 138kV,,WV,Grant,Withdrawn,APS,150,,30,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k24_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/k24_imp.pdf,Document Posted,,Not Required,N/A,,N/A,,,N/A,N/A,,7/30/2003,N/A,N/A,,7/21/2004,,12/1/2005,,,N,No,
K25,Savage 138kV,Savage Mtn WF,PA,Allegheny,Withdrawn,APS,40,,8,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k25_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/k25_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/k25_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/k25_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/k25_csa.pdf,Document Posted,N/A,N/A,,7/30/2003,N/A,N/A,,11/12/2009,Customer Initiated Withdrawal,9/30/2011,9/30/2011,,N,No,
K26,North Franklin 138kV,Liberty Gap WF,WV,Pendleton,Withdrawn,APS,155,,31,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k26_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/k26_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/k26_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/k26_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/k26_csa.pdf,Document Posted,N/A,N/A,,7/30/2003,N/A,N/A,,6/28/2010,Customer Initiated Withdrawal,11/30/2011,11/30/2011,,N,No,
K27,Calvert Cliffs 500kV,,MD,Calvert,Withdrawn,BGE,1740,,35,,Capacity,Generation Interconnection,Nuclear,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k27_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/k27_imp2.pdf,Interim Study,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/k27_isa.pdf,Document Posted,N/A,,,N/A,N/A,,7/30/2003,N/A,N/A,,8/20/2005,,6/1/2004,,,N,No,
K28,Kelso Gap 138kV,Kelso Gap WF,MD,Garrett,In Service,APS,100,,20,0,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k28_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/k28_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/k28_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/k28_csa.pdf,Document Posted,N/A,N/A,,7/31/2003,N/A,N/A,10/26/2010,,,10/26/2010,10/26/2010,11/6/2006,N,No,
K29,Ontario,,NJ,Atlantic,Withdrawn,AEC,7.5,,1.5,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/k29_fea.pdf,Document Posted,,,,,N/A,,N/A,,,N/A,N/A,,7/31/2003,N/A,N/A,,9/28/2004,,,,,N,No,
L01,Morgantown / Oak Grove,,MD,Charles,Withdrawn,PEPCO,1800,1800,1800,,Capacity,Generation Interconnection,Natural Gas,,,N/A,,Withdrawn,,,,,N/A,,N/A,,,N/A,N/A,,8/1/2003,N/A,N/A,,4/8/2004,,1/6/2008,,,N,No,
L01_AEP137,Bellefonte-N. Proctorville 138kV,,OH,Lawrence,Withdrawn,AEP,165,165,165,,Capacity,Generation Interconnection,Biomass,,,N/A,,Not Required,,Not Required,https://www.pjm.com/pub/planning/project-queues/facilities/l01_aep137_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/l01_aep137_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/l01_aep137_csa.pdf,Document Posted,N/A,N/A,,8/27/2003,N/A,N/A,,3/21/2012,Customer Milestone Not Met,12/31/2012,12/31/2012,,N,No,
L01_CE21,Pearl City Wind Farm,,IL,Stephenson,Withdrawn,ComEd,15,15,3,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l01_ce21_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/l01_ce21_imp.pdf,Document Posted,,Not Required,,Withdrawn,N/A,,,N/A,N/A,,8/5/2003,N/A,N/A,,11/1/2005,Customer Milestone Not Met,12/31/2005,,,N,No,
L02,Pleasantville 12 kV,Pleasantville / AC LF Unit 1,NJ,Atlantic,In Service,AEC,1.5,1.5,1.4,0.07,Capacity,Generation Interconnection,Methane,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l02_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/l02_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/l02_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/l02_csa.pdf,Document Posted,N/A,N/A,,9/10/2003,N/A,N/A,,,,1/30/2005,,1/30/2005,N,No,
L03,Morgantown,Morgantown LF,PA,Berks,Withdrawn,PPL,0.8,0.8,,,Energy,Generation Interconnection,Methane,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l03_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/l03_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/l03_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/l03_csa.pdf,Document Posted,N/A,N/A,2/6/2006,9/10/2003,N/A,N/A,5/1/2006,6/3/2008,Customer Initiated Withdrawal,5/31/2009,,,N,No,
L04,Chestnut Ridge 138 kV,,PA,Westmoreland,Withdrawn,APS,60,60,12,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l04_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,10/8/2003,N/A,N/A,,7/7/2004,,12/31/2005,,,N,No,
L05,Bear Creek 69kV,,PA,Luzerne,Withdrawn,PPL,25,25,25,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l05_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,10/10/2003,N/A,N/A,,4/30/2004,,6/30/2005,,,N,No,
L05_CE22,Camp Grove,Camp Grove Wind Farm,IL,Stark,In Service,ComEd,150,150,30,150,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l05_ce22_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/l05_ce22_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/l05_ce22_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/l05_ce22_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/l05_ce22_csa.pdf,Document Posted,N/A,N/A,,10/15/2003,N/A,N/A,,,,12/14/2007,12/14/2007,9/1/2006,N,No,
L06,Graceton 230kV,,PA,York,Withdrawn,PECO,550,550,550,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l06_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,10/20/2003,N/A,N/A,,6/22/2004,,6/1/2006,,,N,No,
L07,Jenkins-Harwood #2 69kV,Mountain Top,PA,Luzerne,Withdrawn,PPL,42.9,42.9,8.6,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/l07_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/l07_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/l07_fac.pdf,Document Posted,,Withdrawn,N/A,,Withdrawn,N/A,N/A,,10/23/2003,N/A,N/A,,5/18/2005,,12/31/2005,,,N,No,
